job_name,submit_time,task_name,instance_num,task_duration,plan_cpu,plan_mem,plan_gpu,gpu_type,communicate_count,communicate_size,decline,preq,children,qualified
google_236368116431,966,instance_236368116431_83284,1,11,500,7,120,MISC,0,91,26,,,
google_495154485825,775,instance_495154485825_709,1,14,600,8,130,MISC,0,67,33,,,
google_261379492804,604,instance_261379492804_55,1,12,500,7,130,MISC,0,132,11,,,
google_757993223888,742,instance_757993223888_659,1,11,500,8,130,MISC,1,145,79,,,
google_357676539755,785,instance_357676539755_609,1,11,600,7,100,MISC,1,86,19,,,
google_281671800960,746,instance_281671800960_539,1,20,600,7,70,MISC,1,96,20,,,
google_260725669813,10,instance_260725669813_158,1,17,500,7,70,MISC,2,596,8,,,
google_128073966478,49,instance_128073966478_1192,1,10,500,7,200,MISC,1,136,55,,,
google_757993223888,742,instance_757993223888_5574,1,13,500,7,60,MISC,0,39,25,,,
google_287779392821,757,instance_287779392821_20,1,4,500,10,180,MISC,3,283,49,,,
google_96110857594,22,instance_96110857594_5306,1,4,500,7,80,MISC,2,1027,7,,,
google_710255342622,423,instance_710255342622_8914,1,9,500,7,90,MISC,1,170,40,,,
google_326995754843,1081,instance_326995754843_2144,1,15,500,7,160,MISC,3,1968,34,,,
google_795842128488,294,instance_795842128488_190,1,19,500,7,170,MISC,1,94,63,,,
google_394549186960,896,instance_394549186960_282,1,14,500,7,70,MISC,1,50,41,,,
google_330587204926,633,instance_330587204926_49,1,14,600,7,180,MISC,3,615,17,,,
google_236368116431,966,instance_236368116431_41831,1,5,500,7,180,MISC,0,201,29,,,
google_116646838687,983,instance_116646838687_17,1,19,500,8,50,MISC,2,343,34,,,
google_755686677250,621,instance_755686677250_6965,1,6,500,7,100,MISC,0,259,45,,,
google_208593140603,1012,instance_208593140603_244,1,20,500,12,90,MISC,1,90,26,,,
google_357676539755,785,instance_357676539755_659,1,7,600,7,160,MISC,0,199,22,,,
google_368969043652,1011,instance_368969043652_580,1,5,500,8,190,MISC,1,1011,29,,,
google_260725669813,10,instance_260725669813_1155,1,12,500,7,140,MISC,1,284,17,,,
google_3006288552,464,instance_3006288552_2274,1,6,500,7,100,MISC,1,175,75,,,
google_261561515322,20,instance_261561515322_579,1,5,600,7,140,MISC,1,58,20,,,
google_275444572542,12,instance_275444572542_5325,1,13,500,7,190,MISC,2,404,94,,,
google_157857385389,678,instance_157857385389_1444,1,15,600,18,120,MISC,1,189,67,,,
google_380756887859,251,instance_380756887859_1489,1,9,500,8,180,MISC,0,111,77,,,
google_776663064201,1001,instance_776663064201_2016,1,11,500,7,70,MISC,1,199,56,,,
google_453266172150,31,instance_453266172150_1688,1,12,600,8,120,MISC,2,249,50,,,
google_314894065526,583,instance_314894065526_8757,1,7,500,7,190,MISC,0,87,51,,,
google_39516997747,699,instance_39516997747_1086,1,10,500,7,170,MISC,4,182,78,,,
google_310459153641,205,instance_310459153641_2206,1,13,500,7,140,MISC,2,130,51,,,
google_374675984600,15,instance_374675984600_282,1,18,500,7,180,MISC,2,288,26,,,
google_296904234410,870,instance_296904234410_93,1,10,500,9,110,MISC,0,113,57,,,
google_288497456405,1047,instance_288497456405_7623,1,14,500,7,50,MISC,3,493,8,,,
google_77793008192,1145,instance_77793008192_3779,1,11,500,7,100,MISC,1,66,53,,,
google_796037227562,361,instance_796037227562_8568,1,14,500,7,130,MISC,1,165,88,,,
google_800553398752,764,instance_800553398752_1700,1,16,500,7,60,MISC,3,257,20,,,
google_795458820165,549,instance_795458820165_530,1,11,500,7,200,MISC,1,66,10,,,
google_758123505607,750,instance_758123505607_606,1,6,500,8,170,MISC,4,189,53,,,
google_368969043652,1011,instance_368969043652_1102,1,18,500,8,60,MISC,2,535,33,,,
google_128073966478,184,instance_128073966478_1042,1,12,500,7,130,MISC,1,97,47,,,
google_219073109255,35,instance_219073109255_104,1,12,800,8,150,MISC,0,131,45,,,
google_14423004927,850,instance_14423004927_969,1,11,500,7,50,MISC,1,522,37,,,
google_461824019850,284,instance_461824019850_1268,1,7,500,8,200,MISC,1,174,82,,,
google_748488794042,327,instance_748488794042_0,1,11,600,8,180,MISC,2,76,38,,,
google_236368116431,903,instance_236368116431_21512,1,12,500,7,150,MISC,1,57,27,,,
google_236368116431,966,instance_236368116431_56313,1,10,500,7,70,MISC,2,86,60,,,
google_710255342622,423,instance_710255342622_4744,1,7,500,7,60,MISC,1,47,69,,,
google_277802369546,1119,instance_277802369546_803,1,15,500,7,90,MISC,3,1387,15,,,
google_798205633057,733,instance_798205633057_843,1,10,500,7,50,MISC,2,334,7,,,
google_738062440837,475,instance_738062440837_1416,1,14,500,7,150,MISC,0,204,19,,,
google_25911621841,672,instance_25911621841_2423,1,5,500,7,60,MISC,2,428,79,,,
google_287116228277,704,instance_287116228277_140,1,11,700,7,180,MISC,2,1205,24,,,
google_769678801875,128,instance_769678801875_266,1,6,500,7,100,MISC,0,79,13,,,
google_755686677250,621,instance_755686677250_266,1,15,500,7,130,MISC,1,785,46,,,
google_294544747384,778,instance_294544747384_4761,1,12,500,7,120,MISC,2,306,88,,,
google_248352527467,471,instance_248352527467_597,1,10,500,7,40,MISC,1,18,45,,,
google_751510677348,229,instance_751510677348_9336,1,21,500,7,80,MISC,1,115,86,,,
google_122697038507,835,instance_122697038507_5012,1,9,500,7,160,MISC,2,182,14,,,
google_25911627449,225,instance_25911627449_3684,1,10,500,7,70,MISC,0,104,50,,,
google_27732971224,513,instance_27732971224_0,1,15,500,7,130,MISC,1,74,23,,,
google_261561495314,242,instance_261561495314_2122,1,11,600,7,120,MISC,1,57,11,,,
google_228513959401,464,instance_228513959401_0,1,13,500,7,60,MISC,2,118,34,,,
google_236368116431,966,instance_236368116431_72331,1,21,500,7,170,MISC,2,471,65,,,
google_795458820165,549,instance_795458820165_1836,1,14,500,7,70,MISC,1,57,24,,,
google_324708383074,905,instance_324708383074_31569,1,7,500,7,140,MISC,2,291,65,,,
google_25911621841,1080,instance_25911621841_4904,1,8,500,7,140,MISC,3,242,26,,,
google_286009855219,720,instance_286009855219_1487,1,17,600,7,110,MISC,2,647,9,,,
google_736854675452,83,instance_736854675452_952,1,5,500,7,180,MISC,1,180,12,,,
google_497097336736,781,instance_497097336736_2125,1,11,500,8,100,MISC,3,511,51,,,
google_748933721607,1014,instance_748933721607_35,1,18,500,8,130,MISC,5,560,42,,,
google_122697038507,835,instance_122697038507_1191,1,15,500,7,60,MISC,1,60,18,,,
google_212549593993,10,instance_212549593993_759,1,6,500,7,140,MISC,1,164,94,,,
google_358931119334,646,instance_358931119334_2243,1,15,500,7,130,MISC,0,212,75,,,
google_260725669813,10,instance_260725669813_112,1,10,500,7,170,MISC,1,71,13,,,
google_323370571980,939,instance_323370571980_5900,1,18,500,7,130,MISC,1,251,96,,,
google_235085571060,698,instance_235085571060_51,1,12,800,7,140,MISC,0,168,34,,,
google_236368116431,966,instance_236368116431_15312,1,12,500,7,90,MISC,1,346,66,,,
google_358685683951,997,instance_358685683951_2063,1,4,600,7,200,MISC,0,303,23,,,
google_288497456405,1094,instance_288497456405_1049,1,8,500,7,100,MISC,0,103,6,,,
google_798205633057,733,instance_798205633057_1257,1,10,500,7,110,MISC,0,86,6,,,
google_276842729641,262,instance_276842729641_1553,1,14,600,7,140,MISC,2,347,21,,,
google_358931119334,646,instance_358931119334_572,1,11,500,7,90,MISC,3,447,47,,,
google_2399969941,397,instance_2399969941_7247,1,17,500,8,180,MISC,2,175,8,,,
google_357875357734,766,instance_357875357734_3603,1,5,500,7,50,MISC,2,382,30,,,
google_478343152042,470,instance_478343152042_444,1,9,600,7,130,MISC,0,221,18,,,
google_34042849383,83,instance_34042849383_273,1,12,500,7,50,MISC,0,280,79,,,
google_758040915170,745,instance_758040915170_3004,1,13,500,7,40,MISC,2,66,74,,,
google_251446971439,574,instance_251446971439_2706,1,11,900,10,140,MISC,1,224,12,,,
google_376746270534,293,instance_376746270534_341,1,10,500,7,130,MISC,0,100,48,,,
google_497097336736,781,instance_497097336736_7267,1,6,500,8,50,MISC,2,357,74,,,
google_294470513781,108,instance_294470513781_132,1,14,2000,17,110,MISC,0,111,12,,,
google_277469535958,245,instance_277469535958_518,1,18,500,7,200,MISC,2,196,13,,,
google_39516992187,36,instance_39516992187_1665,1,16,500,7,120,MISC,1,76,33,,,
google_323371585507,933,instance_323371585507_2140,1,14,500,7,80,MISC,1,54,25,,,
google_221495648196,6,instance_221495648196_541,1,13,500,7,50,MISC,0,189,6,,,
google_147074738457,1053,instance_147074738457_3608,1,15,500,7,170,MISC,4,965,46,,,
google_478343152042,470,instance_478343152042_428,1,15,600,7,80,MISC,1,180,24,,,
google_288497456405,1094,instance_288497456405_11084,1,4,500,7,40,MISC,0,283,23,,,
google_398012347881,974,instance_398012347881_1272,1,9,500,8,80,MISC,2,717,78,,,
google_39516992187,36,instance_39516992187_4869,1,17,500,7,60,MISC,2,763,94,,,
google_330587204926,633,instance_330587204926_1655,1,17,600,7,140,MISC,0,117,17,,,
google_798583577301,505,instance_798583577301_1864,1,14,500,7,180,MISC,1,259,81,,,
google_398012347881,974,instance_398012347881_738,1,9,500,8,80,MISC,0,269,45,,,
google_497097336736,781,instance_497097336736_9179,1,16,500,8,110,MISC,1,232,79,,,
google_326995754843,1081,instance_326995754843_6828,1,8,500,7,70,MISC,6,532,44,,,
google_116646838687,983,instance_116646838687_17,1,8,500,8,110,MISC,0,195,29,,,
google_263408631423,635,instance_263408631423_593,1,12,500,7,110,MISC,0,181,8,,,
google_784634965149,503,instance_784634965149_1379,1,12,500,7,80,MISC,3,582,16,,,
google_384650875475,822,instance_384650875475_1269,1,9,500,8,180,MISC,3,305,29,,,
google_13439396863,843,instance_13439396863_2365,1,12,1100,8,70,MISC,1,310,14,,,
google_4143583168,1012,instance_4143583168_3197,1,14,500,14,70,MISC,3,528,19,,,
google_14423004927,850,instance_14423004927_96,1,7,500,7,80,MISC,0,82,36,,,
google_796037227562,361,instance_796037227562_24593,1,9,500,7,80,MISC,3,308,61,,,
google_359852128644,41,instance_359852128644_810,1,14,500,7,120,MISC,0,94,22,,,
google_311869039735,412,instance_311869039735_850,1,19,500,7,180,MISC,1,105,45,,,
google_39516992187,36,instance_39516992187_3479,1,18,500,7,140,MISC,2,236,29,,,
google_287116228277,704,instance_287116228277_512,1,7,700,7,190,MISC,2,400,40,,,
google_288497448483,254,instance_288497448483_8749,1,12,500,7,140,MISC,4,377,21,,,
google_10121672,203,instance_10121672_2447,1,16,900,11,120,MISC,2,106,15,,,
google_50359268283,340,instance_50359268283_2616,1,8,400,7,70,MISC,1,75,14,,,
google_755686677250,621,instance_755686677250_11290,1,13,500,7,160,MISC,2,153,82,,,
google_260725669813,240,instance_260725669813_647,1,10,500,7,80,MISC,1,38,9,,,
google_784488673642,576,instance_784488673642_15664,1,13,500,8,140,MISC,1,123,75,,,
google_260725669813,504,instance_260725669813_263,1,5,500,7,180,MISC,1,102,19,,,
google_398012347881,974,instance_398012347881_307,1,9,500,8,60,MISC,2,449,89,,,
google_39516992187,36,instance_39516992187_9738,1,9,500,7,90,MISC,0,226,89,,,
google_310459221367,240,instance_310459221367_4406,1,10,500,7,180,MISC,2,279,35,,,
google_260725669813,10,instance_260725669813_176,1,6,500,7,60,MISC,2,554,7,,,
google_749068734047,345,instance_749068734047_17107,1,10,500,9,170,MISC,1,177,83,,,
google_495652940899,744,instance_495652940899_583,1,12,600,7,100,MISC,1,62,15,,,
google_294544747384,778,instance_294544747384_1006,1,5,500,7,90,MISC,3,318,59,,,
google_796037227562,361,instance_796037227562_15210,1,9,500,7,150,MISC,3,575,25,,,
google_346556401280,303,instance_346556401280_11943,1,7,700,8,80,MISC,0,362,75,,,
google_326995662958,1066,instance_326995662958_88282,1,21,500,7,90,MISC,3,235,80,,,
google_815322757780,860,instance_815322757780_41324,1,7,500,7,160,MISC,0,141,96,,,
google_12983065531,170,instance_12983065531_23,1,13,800,8,50,MISC,2,471,29,,,
google_300122419451,38,instance_300122419451_377,1,10,900,8,110,MISC,2,170,17,,,
google_346556401280,303,instance_346556401280_6312,1,9,700,8,180,MISC,1,340,34,,,
google_34100,1013,instance_34100_485,1,17,900,10,130,MISC,3,281,9,,,
google_755686677250,621,instance_755686677250_141,1,13,500,7,100,MISC,2,103,84,,,
google_156608138934,10,instance_156608138934_435,1,13,1000,14,70,MISC,1,173,82,,,
google_240053269538,1072,instance_240053269538_18450,1,6,500,7,90,MISC,2,245,73,,,
google_784488673642,576,instance_784488673642_1934,1,8,500,8,180,MISC,3,690,34,,,
google_278143657170,769,instance_278143657170_1186,1,8,600,7,50,MISC,1,179,10,,,
google_302935146210,30,instance_302935146210_128,1,10,700,7,80,MISC,3,396,16,,,
google_382097962345,361,instance_382097962345_333,1,19,500,7,190,MISC,2,98,13,,,
google_116646838687,983,instance_116646838687_17,1,10,500,8,100,MISC,1,158,18,,,
google_260725669813,10,instance_260725669813_186,1,9,500,7,180,MISC,1,29,22,,,
google_14423004927,850,instance_14423004927_1067,1,6,500,7,170,MISC,0,64,70,,,
google_796037227562,361,instance_796037227562_101,1,10,500,7,180,MISC,1,36,57,,,
google_455230211482,32,instance_455230211482_1460,1,5,500,8,90,MISC,0,111,28,,,
google_461154315154,245,instance_461154315154_21,1,9,500,8,80,MISC,1,171,91,,,
google_781075805028,89,instance_781075805028_299,1,21,500,7,150,MISC,3,254,16,,,
google_236368116431,966,instance_236368116431_33287,1,12,500,7,70,MISC,3,510,40,,,
google_261356905709,1063,instance_261356905709_1984,1,8,500,7,170,MISC,1,141,18,,,
google_799906496464,544,instance_799906496464_2846,1,9,500,7,100,MISC,2,264,71,,,
google_784488673642,576,instance_784488673642_7766,1,12,500,8,180,MISC,2,480,30,,,
google_276430264854,38,instance_276430264854_1375,1,4,500,7,180,MISC,2,316,23,,,
google_261561500316,202,instance_261561500316_391,1,18,600,7,100,MISC,1,289,7,,,
google_758263544732,757,instance_758263544732_1536,1,12,500,7,200,MISC,0,35,31,,,
google_769360049974,44,instance_769360049974_1866,1,11,600,7,150,MISC,2,173,8,,,
google_157857385389,678,instance_157857385389_2719,1,14,600,18,130,MISC,2,179,34,,,
google_122697038507,835,instance_122697038507_1191,1,8,500,7,110,MISC,0,32,14,,,
google_18318379111,804,instance_18318379111_236,1,5,1200,9,80,MISC,2,407,9,,,
google_234110008128,669,instance_234110008128_130,1,13,500,7,200,MISC,1,47,43,,,
google_261379492804,604,instance_261379492804_27,1,7,500,7,80,MISC,1,164,15,,,
google_326995659201,1079,instance_326995659201_30347,1,4,500,7,180,MISC,0,294,79,,,
google_358931119334,646,instance_358931119334_1969,1,19,500,7,110,MISC,2,713,72,,,
google_6701942356,638,instance_6701942356_38,1,16,1200,8,170,MISC,5,2463,24,,,
google_105142593258,290,instance_105142593258_43,1,6,500,7,180,MISC,2,120,45,,,
google_25911621841,672,instance_25911621841_2423,1,18,500,7,120,MISC,2,131,46,,,
google_260725669813,10,instance_260725669813_335,1,6,500,7,100,MISC,1,17,7,,,
google_319167730823,138,instance_319167730823_725,1,16,500,7,140,MISC,6,1453,56,,,
google_300864160201,327,instance_300864160201_204,1,10,600,7,100,MISC,4,153,22,,,
google_279240578155,254,instance_279240578155_521,1,11,800,7,80,MISC,2,213,73,,,
google_14423004927,850,instance_14423004927_1021,1,13,500,7,80,MISC,1,176,66,,,
google_793077145663,408,instance_793077145663_14367,1,6,500,8,40,MISC,1,209,27,,,
google_781075805028,89,instance_781075805028_2096,1,18,500,7,200,MISC,2,295,15,,,
google_260725669813,10,instance_260725669813_721,1,7,500,7,90,MISC,1,75,9,,,
google_326535360702,1026,instance_326535360702_3981,1,20,700,7,160,MISC,3,402,50,,,
google_14423004927,850,instance_14423004927_1021,1,6,500,7,100,MISC,0,78,63,,,
google_737254190047,127,instance_737254190047_146,1,7,500,7,70,MISC,4,229,6,,,
google_781075805028,46,instance_781075805028_2114,1,5,500,7,80,MISC,4,277,17,,,
google_240053269538,1072,instance_240053269538_20026,1,10,500,7,130,MISC,2,452,86,,,
google_275444612582,176,instance_275444612582_691,1,12,500,7,170,MISC,0,66,28,,,
google_314637133793,579,instance_314637133793_758,1,13,600,7,80,MISC,1,188,22,,,
google_14423004927,850,instance_14423004927_1021,1,16,500,7,40,MISC,1,64,33,,,
google_784634965149,503,instance_784634965149_141,1,11,500,7,90,MISC,2,356,6,,,
google_156608142553,625,instance_156608142553_119,1,11,500,7,40,MISC,0,196,24,,,
google_18214865480,899,instance_18214865480_1197,1,9,400,11,140,MISC,3,311,19,,,
google_277469535958,245,instance_277469535958_789,1,13,500,7,40,MISC,2,1018,14,,,
google_326995754843,1081,instance_326995754843_15529,1,18,500,7,200,MISC,1,104,29,,,
google_781075805028,89,instance_781075805028_331,1,9,500,7,80,MISC,2,472,15,,,
google_498345751517,931,instance_498345751517_98,1,9,500,8,120,MISC,0,110,93,,,
google_737254190047,127,instance_737254190047_339,1,9,500,7,50,MISC,0,95,16,,,
google_275444450369,147,instance_275444450369_1521,1,8,700,7,100,MISC,0,67,36,,,
google_326995754843,1081,instance_326995754843_12688,1,12,500,7,40,MISC,1,203,12,,,
google_491881218800,549,instance_491881218800_757,1,6,500,8,50,MISC,0,82,68,,,
google_735991340813,294,instance_735991340813_835,1,17,600,7,70,MISC,1,395,24,,,
google_157857385389,678,instance_157857385389_2075,1,7,700,18,90,MISC,1,88,55,,,
google_212549661125,116,instance_212549661125_822,1,7,700,7,110,MISC,0,559,82,,,
google_784956094732,315,instance_784956094732_1520,1,6,500,7,60,MISC,1,537,7,,,
google_457356859499,100,instance_457356859499_676,1,10,500,8,180,MISC,0,98,34,,,
google_330587306142,217,instance_330587306142_162,1,15,500,7,200,MISC,2,178,9,,,
google_381148302809,396,instance_381148302809_2442,1,19,500,7,160,MISC,1,167,65,,,
google_240053316820,1076,instance_240053316820_557,1,10,500,7,160,MISC,3,204,54,,,
google_494775292777,627,instance_494775292777_34,1,8,500,8,50,MISC,2,202,35,,,
google_275444614233,74,instance_275444614233_195,1,14,600,8,80,MISC,1,55,31,,,
google_275444479605,76,instance_275444479605_3012,1,14,500,7,130,MISC,4,390,73,,,
google_260725669813,10,instance_260725669813_335,1,14,500,7,50,MISC,1,60,21,,,
google_739764447576,99,instance_739764447576_493,1,10,500,23,70,MISC,1,118,66,,,
google_12983065531,165,instance_12983065531_259,1,12,800,7,100,MISC,3,274,65,,,
google_381148302809,396,instance_381148302809_3480,1,6,500,7,80,MISC,3,293,84,,,
google_36376035925,843,instance_36376035925_2894,1,8,600,7,60,MISC,3,437,11,,,
google_282155526518,388,instance_282155526518_7892,1,19,500,7,160,MISC,1,149,66,,,
google_710255342622,912,instance_710255342622_397,1,5,500,7,50,MISC,1,228,66,,,
google_359852128644,41,instance_359852128644_926,1,9,500,7,40,MISC,2,465,18,,,
google_94589461004,266,instance_94589461004_4957,1,8,500,7,120,MISC,2,239,59,,,
google_300373251821,123,instance_300373251821_207,1,7,500,8,50,MISC,2,150,16,,,
google_198451272245,134,instance_198451272245_6,1,19,500,8,80,MISC,3,183,17,,,
google_261131819079,334,instance_261131819079_621,1,7,500,7,100,MISC,2,142,22,,,
google_779746074023,1089,instance_779746074023_3138,1,11,600,8,40,MISC,0,149,45,,,
google_278143657170,1100,instance_278143657170_2116,1,17,600,7,70,MISC,6,253,9,,,
google_122697038507,835,instance_122697038507_1191,1,4,500,7,60,MISC,0,130,26,,,
google_346556401280,303,instance_346556401280_15410,1,6,700,8,150,MISC,3,580,87,,,
google_330587204926,633,instance_330587204926_1460,1,9,600,7,140,MISC,2,218,17,,,
google_260725669813,10,instance_260725669813_148,1,7,500,7,190,MISC,2,394,23,,,
google_14423004927,850,instance_14423004927_1067,1,7,500,7,130,MISC,1,141,84,,,
google_781075799931,113,instance_781075799931_2112,1,12,500,7,200,MISC,2,371,13,,,
google_459387005812,269,instance_459387005812_415,1,7,500,9,160,MISC,0,185,32,,,
google_737254182852,524,instance_737254182852_261,1,13,500,7,90,MISC,3,634,21,,,
google_738552572930,609,instance_738552572930_267,1,19,600,7,80,MISC,1,142,16,,,
google_327090859844,1077,instance_327090859844_42,1,8,400,17,80,MISC,2,464,10,,,
google_273535290336,27,instance_273535290336_4885,1,8,500,7,40,MISC,1,93,58,,,
google_4741149133,559,instance_4741149133_1423,1,4,500,7,180,MISC,0,48,36,,,
google_7340988555,742,instance_7340988555_4948,1,4,600,11,200,MISC,3,99,15,,,
google_737254182852,524,instance_737254182852_1097,1,10,500,7,80,MISC,3,589,9,,,
google_39516992187,36,instance_39516992187_1045,1,11,500,7,150,MISC,2,150,43,,,
google_261561502817,349,instance_261561502817_1151,1,7,600,7,170,MISC,3,318,11,,,
google_480537971565,591,instance_480537971565_112,1,9,600,7,180,MISC,2,379,13,,,
google_299995986371,1123,instance_299995986371_72950,1,7,500,7,90,MISC,0,62,89,,,
google_784488673642,576,instance_784488673642_13030,1,14,500,8,40,MISC,0,167,78,,,
google_348549529678,570,instance_348549529678_6405,1,10,500,7,70,MISC,0,105,33,,,
google_228360594015,683,instance_228360594015_1950,1,15,500,7,100,MISC,2,123,25,,,
google_276288305434,96,instance_276288305434_2134,1,12,500,7,70,MISC,1,148,7,,,
google_359911447365,1061,instance_359911447365_668,1,10,700,10,170,MISC,1,152,26,,,
google_799906496464,544,instance_799906496464_1305,1,13,500,7,160,MISC,2,198,93,,,
google_399280620994,1044,instance_399280620994_505,1,4,500,7,190,MISC,1,455,51,,,
google_793077145663,408,instance_793077145663_10513,1,14,500,8,80,MISC,2,105,42,,,
google_359852128644,41,instance_359852128644_1816,1,9,500,7,80,MISC,2,618,13,,,
google_236368116431,903,instance_236368116431_1146,1,11,500,7,160,MISC,2,177,91,,,
google_203515482843,906,instance_203515482843_410,1,11,500,7,140,MISC,1,141,36,,,
google_738552572930,609,instance_738552572930_180,1,12,500,7,90,MISC,0,75,17,,,
google_457356859499,100,instance_457356859499_2997,1,14,500,8,90,MISC,3,893,43,,,
google_758263544732,757,instance_758263544732_4381,1,6,500,7,140,MISC,2,174,39,,,
google_357676539755,561,instance_357676539755_406,1,11,600,7,160,MISC,1,56,14,,,
google_219682718803,59,instance_219682718803_96,1,6,700,8,130,MISC,1,99,27,,,
google_460016548579,189,instance_460016548579_1801,1,8,600,7,180,MISC,5,563,73,,,
google_71316767881,967,instance_71316767881_901,1,7,500,7,190,MISC,1,111,14,,,
google_299950288763,17,instance_299950288763_13474,1,12,500,7,80,MISC,3,63,19,,,
google_383602317196,504,instance_383602317196_358,1,12,500,7,90,MISC,5,486,94,,,
google_302935146210,30,instance_302935146210_130,1,16,700,7,110,MISC,3,58,13,,,
google_56150543601,336,instance_56150543601_1308,1,11,500,8,180,MISC,2,284,78,,,
google_128073966478,49,instance_128073966478_3859,1,15,500,7,50,MISC,2,285,94,,,
google_330587225433,194,instance_330587225433_152,1,18,500,8,60,MISC,0,110,76,,,
google_368969043652,1011,instance_368969043652_2220,1,7,500,8,80,MISC,2,230,58,,,
google_823800290622,1061,instance_823800290622_778,1,14,500,26,160,MISC,2,593,88,,,
google_281671800960,746,instance_281671800960_1759,1,9,600,7,110,MISC,2,752,18,,,
google_478343152042,470,instance_478343152042_343,1,8,600,7,80,MISC,5,222,7,,,
google_454520770906,51,instance_454520770906_1448,1,20,600,7,50,MISC,1,205,75,,,
google_784488673642,576,instance_784488673642_9501,1,8,500,8,40,MISC,1,126,52,,,
google_77793016507,994,instance_77793016507_3022,1,19,700,8,200,MISC,0,562,49,,,
google_294470514509,577,instance_294470514509_529,1,16,900,8,140,MISC,0,468,19,,,
google_500165328876,1041,instance_500165328876_12,1,18,600,8,120,MISC,2,414,33,,,
google_271366507159,881,instance_271366507159_434,1,12,500,7,180,MISC,0,48,11,,,
google_221495502085,225,instance_221495502085_886,1,12,500,7,190,MISC,2,480,23,,,
google_348547147297,507,instance_348547147297_584,1,10,600,7,170,MISC,4,389,22,,,
google_13402872146,1114,instance_13402872146_313,1,10,800,7,40,MISC,2,475,85,,,
google_798583577301,505,instance_798583577301_5689,1,17,500,7,120,MISC,4,1882,65,,,
google_773521654811,846,instance_773521654811_0,1,10,500,7,140,MISC,0,108,46,,,
google_800553398752,764,instance_800553398752_329,1,11,600,7,110,MISC,1,97,19,,,
google_4675195369,345,instance_4675195369_403,1,23,900,11,200,MISC,1,191,19,,,
google_737254190047,127,instance_737254190047_2293,1,9,500,7,140,MISC,1,30,14,,,
google_346556401280,303,instance_346556401280_9514,1,16,700,8,170,MISC,0,169,54,,,
google_14423004927,850,instance_14423004927_2740,1,8,500,7,110,MISC,0,123,69,,,
google_755686677250,621,instance_755686677250_2065,1,5,500,7,180,MISC,2,101,58,,,
google_330587303641,1043,instance_330587303641_1296,1,12,600,7,50,MISC,2,111,21,,,
google_755686677250,621,instance_755686677250_3991,1,11,500,7,140,MISC,2,206,28,,,
google_358146539252,446,instance_358146539252_812,1,16,500,7,140,MISC,3,175,9,,,
google_322847600665,965,instance_322847600665_273,1,4,900,8,110,MISC,2,405,6,,,
google_116646838687,983,instance_116646838687_17,1,6,500,8,40,MISC,2,508,14,,,
google_349011005158,491,instance_349011005158_1841,1,17,500,7,180,MISC,4,182,28,,,
google_93247928673,427,instance_93247928673_2034,1,11,500,7,190,MISC,1,79,21,,,
google_260725669813,504,instance_260725669813_2231,1,11,500,7,190,MISC,2,121,14,,,
google_297489629603,1054,instance_297489629603_30953,1,8,500,7,150,MISC,1,210,69,,,
google_755686677250,621,instance_755686677250_5126,1,19,500,7,140,MISC,1,71,63,,,
google_769678801875,128,instance_769678801875_139,1,19,600,7,90,MISC,1,441,6,,,
google_324695453205,1043,instance_324695453205_114,1,11,900,8,130,MISC,0,134,16,,,
google_285720586621,592,instance_285720586621_66,1,8,500,9,180,MISC,0,231,77,,,
google_796037227562,361,instance_796037227562_50987,1,22,500,7,190,MISC,5,271,75,,,
google_376863375062,222,instance_376863375062_231,1,18,500,7,140,MISC,2,106,34,,,
google_128057576314,439,instance_128057576314_0,1,11,500,7,170,MISC,0,515,31,,,
google_128073966478,49,instance_128073966478_4842,1,13,500,7,100,MISC,1,33,29,,,
google_221495412507,491,instance_221495412507_2460,1,10,600,7,150,MISC,2,233,15,,,
google_754918554276,585,instance_754918554276_3591,1,8,500,7,70,MISC,2,535,46,,,
google_784634965149,451,instance_784634965149_1393,1,14,500,7,170,MISC,1,85,12,,,
google_236368116431,903,instance_236368116431_35819,1,13,500,7,80,MISC,0,138,95,,,
google_156608138934,10,instance_156608138934_912,1,12,1000,14,140,MISC,1,132,78,,,
google_297489629603,1054,instance_297489629603_18554,1,16,500,7,50,MISC,2,219,85,,,
google_325503571145,1116,instance_325503571145_884,1,10,500,7,170,MISC,1,54,95,,,
google_376863375062,222,instance_376863375062_113,1,17,500,7,150,MISC,2,665,40,,,
google_116646838687,983,instance_116646838687_17,1,8,500,8,50,MISC,4,986,15,,,
google_798929584346,1095,instance_798929584346_821,1,20,500,7,190,MISC,3,102,14,,,
google_796037227562,361,instance_796037227562_18356,1,8,500,7,130,MISC,0,94,38,,,
google_492830946382,599,instance_492830946382_1816,1,7,600,11,130,MISC,0,74,50,,,
google_67769965280,192,instance_67769965280_1119,1,12,700,7,80,MISC,2,991,10,,,
google_236368116431,966,instance_236368116431_62160,1,6,500,7,200,MISC,1,262,78,,,
google_39516992187,36,instance_39516992187_1497,1,7,500,7,150,MISC,0,192,25,,,
google_346787353352,427,instance_346787353352_15477,1,14,500,7,70,MISC,3,456,81,,,
google_784488673642,576,instance_784488673642_18595,1,9,500,8,180,MISC,1,757,62,,,
google_500459624427,1055,instance_500459624427_13818,1,16,500,7,200,MISC,2,375,26,,,
google_294470513781,108,instance_294470513781_329,1,7,2000,17,70,MISC,1,435,19,,,
google_277421953794,895,instance_277421953794_311,1,10,500,7,170,MISC,0,309,7,,,
